ID,GRAD_YEAR,AOC_num,AOC,DIVISION,Industry2,Position,Org_Name
983,2012,1,Psychology,Social Sciences,Education,PhD Candidate,University of Arizona
984,2004,1,Psychology,Social Sciences,Government and Social Services,Community Services Specialist,Mattie Rhodes Center
985,2003,1,Psychology,Social Sciences,Education,NA,Unknown
986,2004,1,Psychology,Social Sciences,Other,NA,unknown
987,2015,1,Psychology,Social Sciences,Health and Medicine,Mental health Technician,Palm Shores Behavioral Center
988,2004,1,Psychology,Social Sciences,Health and Medicine,HIV Medical Case Manager,Country Doctor Clinic
989,2013,1,Psychology,Social Sciences,Health and Medicine,Counselor,Operation Par
990,2009,1,Psychology,Social Sciences,Education,Camp Director,Galileo Learning
991,2015,1,Psychology,Social Sciences,Government and Social Services,Research Assistant,"Maglio, Christopher & Toale"
992,2002,1,Psychology,Social Sciences,Education,Licensed Psychologist,The Children's Program
993,2005,1,Psychology,Social Sciences,Education,Assistant Professor,"University of Utah, Psychology Department"
994,2011,1,Psychology,Social Sciences,STEM,Director of Analytics,Blackboard
995,2003,1,Psychology,Social Sciences,Education,Writing Consultant,Florida Atlantic University
996,2008,1,Psychology,Social Sciences,Government and Social Services,Law Clerk,"Gassman, Crotty & Denicolo"
997,2003,1,Psychology,Social Sciences,Education,Assistant Professor,East Tennessee State University Department of Social Work
998,2007,1,Psychology,Social Sciences,Government and Social Services,Attorney,Law office of John B. Baez
999,2002,1,Psychology,Social Sciences,Health and Medicine,Psychotherapist,Bleuler Psychotherapy Center
1000,2006,1,Psychology,Social Sciences,Government and Social Services,Americorps Volunteer,LA Department of Aging
1001,2002,1,Psychology,Social Sciences,STEM,Software Quality Assurance,Epic
1002,2008,1,Psychology,Social Sciences,Government and Social Services,Case Manager,Jewish Family Services
1003,2006,1,Psychology,Social Sciences,"Business, Finance, and Retail",Founder,"Purrfect Portal, Inc."
1004,2002,1,Psychology,Social Sciences,STEM,Research Analyst,The Nielsen Company
1005,2002,1,Psychology,Social Sciences,Education,Assistant Professor,University of Virginia
1006,2006,1,Psychology,Social Sciences,"Business, Finance, and Retail",Graduate Student,Art & Science Group
1007,2002,1,Psychology,Social Sciences,Health and Medicine,Counselor,ATCMHMR
1008,2004,1,Psychology,Social Sciences,STEM,Data Scientist,RTI International
1009,2002,1,Psychology,Social Sciences,"Business, Finance, and Retail",Night Stocker,Walmart
1010,2005,1,Psychology,Social Sciences,Health and Medicine,Resident Physician,University of South Alabama
1011,2002,1,Psychology,Social Sciences,Government and Social Services,Presidential Management Fellow,Environmental Protection Agency
1011,2002,2,Environmental Studies,Interdisciplinary,Government and Social Services,Presidential Management Fellow,Environmental Protection Agency
1012,2013,1,Psychology,Social Sciences,"Business, Finance, and Retail",Transcriptionist,"Student Business Services Co-Op of Sarasota, LLC"
1012,2013,2,Philosophy,Humanities,"Business, Finance, and Retail",Transcriptionist,"Student Business Services Co-Op of Sarasota, LLC"
1013,2020,1,Political Science,Social Sciences,Education,Graduate Research Assistant,Northwestern University
1013,2020,2,Psychology,Social Sciences,Education,Graduate Research Assistant,Northwestern University
1014,2010,1,Anthropology,Social Sciences,Government and Social Services,Associate Dir of Research,Transverse Myeletis Association
1014,2010,2,Psychology,Social Sciences,Government and Social Services,Associate Dir of Research,Transverse Myeletis Association
1015,2020,1,Psychology,Social Sciences,Arts and Media,Owner/Director,Energize Dance Studio
1015,2020,2,Applied Mathematics,Natural Sciences,Arts and Media,Owner/Director,Energize Dance Studio
1016,2015,1,Art,Humanities,Education,Teacher,New College Child Center
1016,2015,2,Psychology,Social Sciences,Education,Teacher,New College Child Center
1017,2012,1,Art,Humanities,Health and Medicine,Teaching Assistant,Jewish Child and Family Services
1017,2012,2,Psychology,Social Sciences,Health and Medicine,Teaching Assistant,Jewish Child and Family Services
1018,2006,1,Psychology,Social Sciences,Education,Behavior Intervention Specialist,Auburn School District
1018,2006,2,Gender Studies,Social Sciences,Education,Behavior Intervention Specialist,Auburn School District
1019,2012,1,Psychology,Social Sciences,Government and Social Services,Scholarships/Special Project Mgr,William G. and Marie Selby Foundation
1019,2012,2,Gender Studies,Social Sciences,Government and Social Services,Scholarships/Special Project Mgr,William G. and Marie Selby Foundation
1020,2014,1,Psychology,Social Sciences,Government and Social Services,Reproductive Health Assistant,Planned Parenthood
1020,2014,2,Gender Studies,Social Sciences,Government and Social Services,Reproductive Health Assistant,Planned Parenthood
1021,2013,1,Psychology,Social Sciences,"Business, Finance, and Retail",Marketing Coordinator,Generation SERVE
1021,2013,2,Gender Studies,Social Sciences,"Business, Finance, and Retail",Marketing Coordinator,Generation SERVE
1022,2014,1,Psychology,Social Sciences,Education,Compliance Officer & Deputy Title IX Coordinator,New College of Florida
1022,2014,2,Gender Studies,Social Sciences,Education,Compliance Officer & Deputy Title IX Coordinator,New College of Florida
1023,2005,1,Psychology,Social Sciences,Government and Social Services,NA,Unknown
1023,2005,2,History,Social Sciences,Government and Social Services,NA,Unknown
1024,2008,1,Psychology,Social Sciences,Education,Doctoral Student in Social Psychology,University of Maryland
1024,2008,2,History,Social Sciences,Education,Doctoral Student in Social Psychology,University of Maryland
1025,2008,1,Marine Biology,Natural Sciences,Education,Zoo Area Supervisor,El Paso Zoo
1025,2008,2,Psychology,Social Sciences,Education,Zoo Area Supervisor,El Paso Zoo
1026,2016,1,Psychology,Social Sciences,Education,Substitute Teacher,Charlotte County Public Schools
1026,2016,2,Music,Humanities,Education,Substitute Teacher,Charlotte County Public Schools
1027,2008,1,Psychology,Social Sciences,Government and Social Services,NA,National Labor Relations Board
1027,2008,2,Philosophy,Humanities,Government and Social Services,NA,National Labor Relations Board
1028,2005,1,Psychology,Social Sciences,Education,Program Coordinator,Johns Hopkins University
1028,2005,2,Russian Language and Literature,Humanities,Education,Program Coordinator,Johns Hopkins University
1029,2012,1,Spanish Language and Literature,Humanities,Health and Medicine,Quality Engineer,DbMedX
1029,2012,2,Psychology,Social Sciences,Health and Medicine,Quality Engineer,DbMedX
1030,2006,1,Public Policy,Interdisciplinary,Government and Social Services,Summer Associate,"Ropes & Gray, LLP"
1031,2014,1,Public Policy,Interdisciplinary,Government and Social Services,Director,"SailFuture, Inc"
1032,2003,1,Public Policy,Interdisciplinary,Government and Social Services,Financial Analyst,Department of Defense
1033,2002,1,Economics,Social Sciences,"Business, Finance, and Retail",Medical Economics Consultant,"Highmark, Inc."
1033,2002,2,Public Policy,Interdisciplinary,"Business, Finance, and Retail",Medical Economics Consultant,"Highmark, Inc."
1034,2020,1,Economics,Social Sciences,STEM,"Research Assistant, Middle East & Central Asia Dep",International Monetary Fund
1035,2011,1,Humanities,Humanities,Arts and Media,Staff Photographer,SRQ Magazine
1036,2011,1,Humanities,Humanities,STEM,Senior Researcher,The Lawrence J. Schoenberg Database of Manuscripts
1037,2013,1,Humanities,Humanities,Education,VISTA Volunteer Coordinator,New College of Florida
1038,2018,1,Humanities,Humanities,Government and Social Services,Health and Safety Worker (part-time),First Church Shelter
1039,2019,1,Humanities,Humanities,Government and Social Services,Afterschool Care Site Coordinator,"YMCA of Easley, Pickens & Powdersville"
1040,2008,1,Humanities,Humanities,Health and Medicine,Senior Communications Writer,Camden Coalition of Healthcare Providers
1041,2011,1,Humanities,Humanities,Health and Medicine,Physician Assistant,Appalachian Mountain Community Health Center
1042,2005,1,Humanities,Humanities,Education,Librarian,Unknown
1043,2010,1,Humanities,Humanities,Education,Teaching Assistant,North American Teaching and Cultural Assistant Program
1044,2014,1,Humanities,Humanities,Health and Medicine,ABA Therapist,Academy of Precision Learning
1045,2008,1,Humanities,Humanities,Government and Social Services,NA,"General Services Administration, Office of Regional Counsel"
1046,2003,1,Humanities,Humanities,Health and Medicine,NA,MAPS
1047,2006,1,Humanities,Humanities,Arts and Media,Illustrator,Erica Sirotich Illustration
1048,2009,1,Humanities,Humanities,Government and Social Services,Administrative & Marketing Coordinator,Creative Pinellas
1049,2019,1,Humanities,Humanities,"Business, Finance, and Retail",Client Service Associate,Global Advisor Group
1050,2008,1,Humanities,Humanities,Government and Social Services,Avodah/Jewish Service Corps Fellow,Capitol Area Immigrant Rights Coalition
1051,2002,1,Humanities,Humanities,Health and Medicine,Senior Associate,ICF International
1052,2006,1,Humanities,Humanities,Government and Social Services,Student,Georgetown Law School
1053,2006,1,Humanities,Humanities,Education,AV Specialist,New College of Florida
1054,2012,1,Humanities,Humanities,Government and Social Services,Assistant State Attorney,6th Judicial Circuit
1055,2003,1,Humanities,Humanities,Education,Dean of Academic & Student Affairs,Vietnamese American Vocational Training College
1056,2008,1,Humanities,Humanities,Education,Assistant Director for Academic Affairs,USF College of Marine Science
1057,2018,1,Humanities,Humanities,Arts and Media,Digital Production Coordinator,"American Documentary, Inc."
1058,2009,1,Humanities,Humanities,"Business, Finance, and Retail",Cook,Piedmont Restaurant
1059,2013,1,Humanities,Humanities,"Business, Finance, and Retail",Sales Clerk,Walgreens
1059,2013,2,Chinese Language and Culture,Humanities,"Business, Finance, and Retail",Sales Clerk,Walgreens
1060,2016,1,Gender Studies,Social Sciences,"Business, Finance, and Retail",Nanny,Private
1060,2016,2,Religion,Humanities,"Business, Finance, and Retail",Nanny,Private
1061,2003,1,Gender Studies,Social Sciences,Health and Medicine,Director,Yoga Educator Academy
1061,2003,2,Religion,Humanities,Health and Medicine,Director,Yoga Educator Academy
1062,2015,1,Humanities,Humanities,Education,Resident Counselor,Duke TiP / Rice University
1062,2015,2,Philosophy,Humanities,Education,Resident Counselor,Duke TiP / Rice University
1063,2012,1,Humanities,Humanities,"Business, Finance, and Retail",Sr. Capability Manager,United Healthcare
1063,2012,2,Political Science,Social Sciences,"Business, Finance, and Retail",Sr. Capability Manager,United Healthcare
1064,2015,1,Humanities,Humanities,Government and Social Services,Hebrew instructor,Temple Sinai Religious School
1064,2015,2,Psychology,Social Sciences,Government and Social Services,Hebrew instructor,Temple Sinai Religious School
1065,2019,1,Humanities,Humanities,Other,NA,Unknown
1065,2019,2,Spanish Language and Literature,Humanities,Other,NA,Unknown
1066,2007,1,Russian Language and Literature,Humanities,Education,Language Arts/ AP Literature Teacher,Collier County Public Schools- Golden Gate High School
1067,2017,1,Russian Language and Literature,Humanities,"Business, Finance, and Retail",Quality Assurance Team Lead,Wells Fargo
1067,2017,2,Philosophy,Humanities,"Business, Finance, and Retail",Quality Assurance Team Lead,Wells Fargo
1068,2002,1,Social Sciences,Social Sciences,Education,Preschool Teacher,Unknown
1069,2005,1,Social Sciences,Social Sciences,Education,Graduate Program Coordinator,University of TX at Austin
1070,2014,1,Social Sciences,Social Sciences,Government and Social Services,NA,Peace Corps Macedonia
1071,2016,1,Social Sciences,Social Sciences,"Business, Finance, and Retail",Front Desk Agent,Ritz Carlton
1072,2005,1,Social Sciences,Social Sciences,Government and Social Services,Attorney,Law Office of Brian R. Claeys
1073,2006,1,Social Sciences,Social Sciences,Arts and Media,Producer,Unknown
1074,2002,1,Social Sciences,Social Sciences,Arts and Media,Reporter,Street Roots Newspaper
1075,2002,1,Social Sciences,Social Sciences,Education,Spec. Ed Teacher,NY Board of Education
1076,2004,1,Social Sciences,Social Sciences,Health and Medicine,"Acupuncturist, naturopath",unknown
1077,2013,1,Social Sciences,Social Sciences,Health and Medicine,Access Center Team Lead,Meridian Behavioral Healthcare
1078,2013,1,Social Sciences,Social Sciences,Education,ALT,JET Program
1079,2008,1,Social Sciences,Social Sciences,Government and Social Services,Lead Program Manager,City of Somerville
1080,2020,1,Social Sciences,Social Sciences,Government and Social Services,NA,DLE Court Reporters
1081,2009,1,Social Sciences,Social Sciences,Government and Social Services,Budget Analyst,CA State Department of Finance
1082,2016,1,Social Sciences,Social Sciences,Education,Assistant Director of Student Success,New College of Florida
1083,2010,1,Social Sciences,Social Sciences,Education,Law Student,Florida State University
1083,2010,2,Gender Studies,Social Sciences,Education,Law Student,Florida State University
1084,2011,1,Sociology,Social Sciences,"Business, Finance, and Retail",Host,Longhorn Steakhouse
1085,2010,1,Sociology,Social Sciences,Education,Teaching Assistant,"University of California, Merced"
1086,2006,1,Sociology,Social Sciences,Health and Medicine,Certified Nurse-Midwife,Oswego County OB-GYN
1087,2010,1,Sociology,Social Sciences,Arts and Media,Freelance Designer,Geoffrey Vitiello Design
1088,2004,1,Sociology,Social Sciences,Other,Registrar,Unknown
1089,2004,1,Sociology,Social Sciences,Health and Medicine,Licensed Acupuncturist,Jade Community Acupuncture
1090,2007,1,Sociology,Social Sciences,Government and Social Services,Associate Attorney,McDermott Will & Emery LLP
1091,2006,1,Sociology,Social Sciences,Arts and Media,CEO-Co-Founder,Scholastica
1092,2011,1,Sociology,Social Sciences,Education,Teacher,Hillsborough County Public Schools
1093,2014,1,Sociology,Social Sciences,Government and Social Services,NA,SCOPE
1094,2006,1,Sociology,Social Sciences,Government and Social Services,NA,Prevention Institute
1095,2007,1,Sociology,Social Sciences,Government and Social Services,Accesibility Ambassador,Portland Alliance for Self Care
1096,2002,1,Sociology,Social Sciences,Education,"Assist. Prof. of Sociology, Communication, & Journ",University of Wisconson- Eau Claire
1097,2016,1,Sociology,Social Sciences,Education,Diversity and Inclusion Project Assistant,New College of Florida
1098,2004,1,Sociology,Social Sciences,Education,Music Coordinator,"Pyramid, Inc."
1099,2010,1,Sociology,Social Sciences,"Business, Finance, and Retail",Project Manager,Conde Nast
1100,2012,1,Sociology,Social Sciences,Government and Social Services,Labor Studies Graduate Research Assistant,National Labor Relations Board
1101,2004,1,Sociology,Social Sciences,STEM,Data Analyst,Industrial Data Associates (IDA)
1102,2010,1,Sociology,Social Sciences,Arts and Media,Features Programmer,Sarasota Film Festival Inc.
1103,2013,1,Sociology,Social Sciences,Health and Medicine,Research Assistant / IT,Orlando Heart Specialists
1104,2004,1,Sociology,Social Sciences,Education,"Co-Director, PCC Clear Clinic",Portland Community College
1105,2013,1,Sociology,Social Sciences,Education,English Teaching Assistant,French Government TAPIF
1106,2009,1,Sociology,Social Sciences,Health and Medicine,VP of Individual Giving & Events,Planned Parenthood of New York City
1107,2002,1,Sociology,Social Sciences,Other,NA,unknown
1108,2009,1,Sociology,Social Sciences,Arts and Media,Writer,Blindspot
1109,2003,1,Sociology,Social Sciences,STEM,Product Specialist / Translator,Kyocera Technology Dept.
1110,2004,1,Sociology,Social Sciences,STEM,Consultant,Jacobs
1111,2015,1,Sociology,Social Sciences,Education,Restorative Strategies Coordinator,Sarasota School Board
1112,2007,1,Sociology,Social Sciences,Education,Librarian,Sarasota County Library System
1113,2006,1,Sociology,Social Sciences,Education,Faculty,Northwestern University
1114,2020,1,Sociology,Social Sciences,Education,Research Assistant,University of West Florida
1115,2004,1,Sociology,Social Sciences,Government and Social Services,Family Law Paralegal,"Kirk, Pinkerton, p.a."
1116,2007,1,Sociology,Social Sciences,Government and Social Services,Programs Associate,The Long Now Foundation
1117,2007,1,Sociology,Social Sciences,STEM,Community Manager,thoughtbot
1118,2006,1,Sociology,Social Sciences,Education,Adjunct Professor,Hunter College CUNY
1119,2007,1,Sociology,Social Sciences,"Business, Finance, and Retail",Capital Management Associate,MARTA - Woodruff Arts Center Expansion Project
1120,2007,1,Sociology,Social Sciences,Health and Medicine,Psychotherapist,Powell Burke Psychotherapy
1121,2007,1,Sociology,Social Sciences,Health and Medicine,Registered Nurse,Harborview Medical Center
1122,2009,1,Sociology,Social Sciences,Government and Social Services,Minister,United Church of Christ
1123,2011,1,Sociology,Social Sciences,Government and Social Services,Attorney,"Maglio, Christopher & Toale"
1123,2011,2,Environmental Studies,Interdisciplinary,Government and Social Services,Attorney,"Maglio, Christopher & Toale"
1124,2019,1,Sociology,Social Sciences,STEM,People Operations Coordinator,"Groundspeed Analytics, Inc."
1124,2019,2,Gender Studies,Social Sciences,STEM,People Operations Coordinator,"Groundspeed Analytics, Inc."
1125,2020,1,"Theater, Dance and Performance Studies",Humanities,"Business, Finance, and Retail",Events Manager,Class & Co.
1125,2020,2,Sociology,Social Sciences,"Business, Finance, and Retail",Events Manager,Class & Co.
1126,2005,1,Environmental Studies,Interdisciplinary,Government and Social Services,Program Manager-Cooperative Business Developer,Lake County Community Development Cort
1126,2005,2,Sociology,Social Sciences,Government and Social Services,Program Manager-Cooperative Business Developer,Lake County Community Development Cort
1127,2004,1,Environmental Studies,Interdisciplinary,STEM,Director and Editor,Clean Technia & Planet Save
1127,2004,2,Sociology,Social Sciences,STEM,Director and Editor,Clean Technia & Planet Save
1128,2007,1,Environmental Studies,Interdisciplinary,Government and Social Services,Project Manager,Greening America
1128,2007,2,Sociology,Social Sciences,Government and Social Services,Project Manager,Greening America
1129,2012,1,Sociology,Social Sciences,Government and Social Services,Direct Care Counselor,Waltham House - House for Little Wanderers
1129,2012,2,Gender Studies,Social Sciences,Government and Social Services,Direct Care Counselor,Waltham House - House for Little Wanderers
1130,2013,1,Sociology,Social Sciences,Government and Social Services,Gender Consultant,UN World Food Programme
1130,2013,2,Gender Studies,Social Sciences,Government and Social Services,Gender Consultant,UN World Food Programme
1131,2002,1,Sociology,Social Sciences,Government and Social Services,NA,Unknown
1131,2002,2,Gender Studies,Social Sciences,Government and Social Services,NA,Unknown
1132,2011,1,Sociology,Social Sciences,Government and Social Services,Executive Aide,Institute for Communitarian Policy Studies
1132,2011,2,Gender Studies,Social Sciences,Government and Social Services,Executive Aide,Institute for Communitarian Policy Studies
1133,2013,1,Sociology,Social Sciences,Health and Medicine,Health Care Representative,Planned Parenthood
1133,2013,2,Gender Studies,Social Sciences,Health and Medicine,Health Care Representative,Planned Parenthood
1134,2013,1,Sociology,Social Sciences,Government and Social Services,Statewide Director of Organizing,"Planned Parenthood of South, East & North Florida"
1134,2013,2,Gender Studies,Social Sciences,Government and Social Services,Statewide Director of Organizing,"Planned Parenthood of South, East & North Florida"
1135,2016,1,Sociology,Social Sciences,Government and Social Services,Public Affairs Associate,National Latina Institute for Reproductive Health
1135,2016,2,Gender Studies,Social Sciences,Government and Social Services,Public Affairs Associate,National Latina Institute for Reproductive Health
1136,2013,1,Sociology,Social Sciences,STEM,NA,Booz Allen Hamilton
1136,2013,2,Gender Studies,Social Sciences,STEM,NA,Booz Allen Hamilton
1137,2012,1,Sociology,Social Sciences,Education,Director of Student Wellness,Wellesley College
1137,2012,2,Gender Studies,Social Sciences,Education,Director of Student Wellness,Wellesley College
1138,2013,1,Sociology,Social Sciences,Education,Graduate Instructor,University of South Florida
1138,2013,2,International and Area Studies,Interdisciplinary,Education,Graduate Instructor,University of South Florida
1139,2013,1,Sociology,Social Sciences,Education,Study Abroad Coordinator,Mexico Solidarity Network
1139,2013,2,International and Area Studies,Interdisciplinary,Education,Study Abroad Coordinator,Mexico Solidarity Network
1140,2011,1,Spanish Language and Literature,Humanities,Education,Teaching Assistant,North American Teaching and Cultural Assistant Program
1140,2011,2,Sociology,Social Sciences,Education,Teaching Assistant,North American Teaching and Cultural Assistant Program
1141,2010,1,Philosophy,NA,"Business, Finance, and Retail",Copy Supervisor,Publicis Life Brands Medicus
1142,2015,1,Spanish Language and Literature,Humanities,Government and Social Services,Auxiliar de Conversation,Department of Education - Spain
1143,2020,1,Spanish Language and Literature,Humanities,Government and Social Services,Associate Organizer,People Engaged in Active Community Efforts (PEACE)
1143,2020,2,Economics,Social Sciences,Government and Social Services,Associate Organizer,People Engaged in Active Community Efforts (PEACE)
1144,2020,1,Environmental Studies,Interdisciplinary,Education,Campus Organizer,Student PIRGS
1144,2020,2,Spanish Language and Literature,Humanities,Education,Campus Organizer,Student PIRGS
1145,2018,1,Applied Mathematics,Natural Sciences,"Business, Finance, and Retail",Programme Analyst,Broadbridge
1145,2018,2,Spanish Language and Literature,Humanities,"Business, Finance, and Retail",Programme Analyst,Broadbridge
1146,2020,1,Mathematics,Natural Sciences,Education,Elementary Assistant,Lake Country School
1146,2020,2,Spanish Language and Literature,Humanities,Education,Elementary Assistant,Lake Country School
1147,2015,1,Music,Humanities,Education,High School Spanish Teacher,Tapestry Public Charter School
1147,2015,2,Spanish Language and Literature,Humanities,Education,High School Spanish Teacher,Tapestry Public Charter School
1148,2012,1,Spanish Language and Literature,Humanities,"Business, Finance, and Retail",Freelance Translator,Freelance Spanish Translator
1149,2018,1,Gender Studies,Social Sciences,STEM,Farmer's market Employee,Worden Farms
1149,2018,2,Spanish Language and Literature,Humanities,STEM,Farmer's market Employee,Worden Farms
1150,2008,1,Anthropology,Social Sciences,Government and Social Services,Associate,Bilzin Sumberg
1151,2011,1,Urban Studies,Interdisciplinary,STEM,Merchandising Representative,"Nintendo of America, Inc."
1152,2009,1,Urban Studies,Interdisciplinary,Education,Teaching Assistant,Rensselaer Polytechnic Institute
1153,2013,1,Art,Humanities,Arts and Media,Artist Residency,Public Art Program
1153,2013,2,Urban Studies,Interdisciplinary,Arts and Media,Artist Residency,Public Art Program
1154,2002,1,Art,Humanities,"Business, Finance, and Retail",Marketing Consultant,Image One Corporation
1155,2002,1,Art,Humanities,"Business, Finance, and Retail",NA,Ista North America
1156,2004,1,Art,Humanities,Arts and Media,NA,Charles Theater
1157,2002,1,Art,Humanities,Education,Associate Professor of Art,Wheaton College
1158,2002,1,Art,Humanities,Arts and Media,Designer,Henderson Shapiro Peck
1159,2002,1,Art,Humanities,STEM,User Experience Researcher,MapQuest
1160,2005,1,Art,Humanities,Arts and Media,Owner,Graham Projects LLC
1161,2002,1,Anthropology,Social Sciences,Health and Medicine,Anaplastologist,Med Art Pros South
1161,2002,2,Art,Humanities,Health and Medicine,Anaplastologist,Med Art Pros South
1162,2003,1,Gender Studies,Social Sciences,Education,Senior Librarian- Youth Services Department,Brooklyn Public Library
1162,2003,2,Art,Humanities,Education,Senior Librarian- Youth Services Department,Brooklyn Public Library
