ID,GRAD_YEAR,ACADEMIC_PROGRAM_1,DIVISION_1,ACADEMIC_PROGRAM_2,DIVISION_2,ACADEMIC_PROGRAM_3,DIVISION_3,Org_Name,Position,Industry,Original_Industry
1092,2011,Sociology,Social Sciences,,,,,Hillsborough County Public Schools,Teacher,Education,Education
1093,2014,Sociology,Social Sciences,,,,,SCOPE,,Non Profit,Non Profit
1094,2006,Sociology,Social Sciences,,,,,Prevention Institute,,Non Profit,
1095,2007,Sociology,Social Sciences,,,,,Portland Alliance for Self Care,Accesibility Ambassador,Non Profit,Non Profit
1096,2002,Sociology,Social Sciences,,,,,University of Wisconson- Eau Claire,"Assist. Prof. of Sociology, Communication, & Journ",Education,Education
1097,2016,Sociology,Social Sciences,,,,,New College of Florida,Diversity and Inclusion Project Assistant,Education,Education
1098,2004,Sociology,Social Sciences,,,,,"Pyramid, Inc.",Music Coordinator,Education,Education
1099,2010,Sociology,Social Sciences,,,,,Conde Nast,Project Manager,Advertising,Advertising
1100,2012,Sociology,Social Sciences,,,,,National Labor Relations Board,Labor Studies Graduate Research Assistant,Government,Government
1101,2004,Sociology,Social Sciences,,,,,Industrial Data Associates (IDA),Data Analyst,IT Communications,IT Communications
1102,2010,Sociology,Social Sciences,,,,,Sarasota Film Festival Inc.,Features Programmer,Film,Film
1103,2013,Sociology,Social Sciences,,,,,Orlando Heart Specialists,Research Assistant / IT,Medical,Medical
1104,2004,Sociology,Social Sciences,,,,,Portland Community College,"Co-Director, PCC Clear Clinic",Education,
1105,2013,Sociology,Social Sciences,,,,,French Government TAPIF,English Teaching Assistant,Education,Education
1106,2009,Sociology,Social Sciences,,,,,Planned Parenthood of New York City,VP of Individual Giving & Events,Healthcare,
1107,2002,Sociology,Social Sciences,,,,,unknown,,Unknown,
1108,2009,Sociology,Social Sciences,,,,,Blindspot,Writer,Media,Media
1109,2003,Sociology,Social Sciences,,,,,Kyocera Technology Dept.,Product Specialist / Translator,Technology,
1110,2004,Sociology,Social Sciences,,,,,Jacobs,Consultant,Engineering,Engineering
1111,2015,Sociology,Social Sciences,,,,,Sarasota School Board,Restorative Strategies Coordinator,Education,Education
1112,2007,Sociology,Social Sciences,,,,,Sarasota County Library System,Librarian,Library,Library
1113,2006,Sociology,Social Sciences,,,,,Northwestern University,Faculty,Education,Education
1114,2020,Sociology,Social Sciences,,,,,University of West Florida,Research Assistant,Education,
1115,2004,Sociology,Social Sciences,,,,,"Kirk, Pinkerton, p.a.",Family Law Paralegal,Law,Law
1116,2007,Sociology,Social Sciences,,,,,The Long Now Foundation,Programs Associate,Philanthropy,Philanthropy
1117,2007,Sociology,Social Sciences,,,,,thoughtbot,Community Manager,Technology,Technology
1118,2006,Sociology,Social Sciences,,,,,Hunter College CUNY,Adjunct Professor,Education,Education
1119,2007,Sociology,Social Sciences,,,,,MARTA - Woodruff Arts Center Expansion Project,Capital Management Associate,Financial Services,
1120,2007,Sociology,Social Sciences,,,,,Powell Burke Psychotherapy,Psychotherapist,Psychotherapy,Psychotherapy
1121,2007,Sociology,Social Sciences,,,,,Harborview Medical Center,Registered Nurse,Healthcare,Healthcare
1122,2009,Sociology,Social Sciences,,,,,United Church of Christ,Minister,Religion,Religion
1123,2011,Sociology,Social Sciences,Environmental Studies,Interdisciplinary,,,"Maglio, Christopher & Toale",Attorney,Law,Law
1124,2019,Sociology,Social Sciences,Gender Studies,Social Sciences,,,"Groundspeed Analytics, Inc.",People Operations Coordinator,Software,
1125,2020,"Theater, Dance and Performance Studies",Humanities,Sociology,Social Sciences,,,Class & Co.,Events Manager,Business,
1126,2005,Environmental Studies,Interdisciplinary,Sociology,Social Sciences,,,Lake County Community Development Cort,Program Manager-Cooperative Business Developer,Non Profit,Non Profit
1127,2004,Environmental Studies,Interdisciplinary,Sociology,Social Sciences,,,Clean Technia & Planet Save,Director and Editor,Environmental,Environmental
1128,2007,Environmental Studies,Interdisciplinary,Sociology,Social Sciences,,,Greening America,Project Manager,Nonprofit,Nonprofit
1129,2012,Sociology,Social Sciences,Gender Studies,Social Sciences,,,Waltham House - House for Little Wanderers,Direct Care Counselor,Non Profit,
1130,2013,Sociology,Social Sciences,Gender Studies,Social Sciences,,,UN World Food Programme,Gender Consultant,Non Profit,
1131,2002,Sociology,Social Sciences,Gender Studies,Social Sciences,,,Unknown,,Military,Military
1132,2011,Sociology,Social Sciences,Gender Studies,Social Sciences,,,Institute for Communitarian Policy Studies,Executive Aide,Government,Government
1133,2013,Sociology,Social Sciences,Gender Studies,Social Sciences,,,Planned Parenthood,Health Care Representative,Healthcare,Healthcare
1134,2013,Sociology,Social Sciences,Gender Studies,Social Sciences,,,"Planned Parenthood of South, East & North Florida",Statewide Director of Organizing,Non Profit,Non Profit
1135,2016,Sociology,Social Sciences,Gender Studies,Social Sciences,,,National Latina Institute for Reproductive Health,Public Affairs Associate,Non Profit,Non Profit
1136,2013,Sociology,Social Sciences,Gender Studies,Social Sciences,,,Booz Allen Hamilton,,Information Technology,Information Technology
1137,2012,Sociology,Social Sciences,Gender Studies,Social Sciences,,,Wellesley College,Director of Student Wellness,Education,
1138,2013,Sociology,Social Sciences,International and Area Studies,Interdisciplinary,,,University of South Florida,Graduate Instructor,Education,Education
1139,2013,Sociology,Social Sciences,International and Area Studies,Interdisciplinary,,,Mexico Solidarity Network,Study Abroad Coordinator,Education,Education
1140,2011,Spanish Language and Literature,Humanities,Sociology,Social Sciences,,,North American Teaching and Cultural Assistant Program,Teaching Assistant,Education,Education
1141,2010,Philosophy,,,,,,Publicis Life Brands Medicus,Copy Supervisor,Marketing,
1142,2015,Spanish Language and Literature,Humanities,,,,,Department of Education - Spain,Auxiliar de Conversation,Government,
1143,2020,Spanish Language and Literature,Humanities,Economics,Social Sciences,,,People Engaged in Active Community Efforts (PEACE),Associate Organizer,Community Services,Community Services
1144,2020,Environmental Studies,Interdisciplinary,Spanish Language and Literature,Humanities,,,Student PIRGS,Campus Organizer,Education,
1145,2018,Applied Mathematics,Natural Sciences,Spanish Language and Literature,Humanities,,,Broadbridge,Programme Analyst,Financial Services,Financial Services
1146,2020,Mathematics,Natural Sciences,Spanish Language and Literature,Humanities,,,Lake Country School,Elementary Assistant,Education,Education
1147,2015,Music,Humanities,Spanish Language and Literature,Humanities,,,Tapestry Public Charter School,High School Spanish Teacher,Education,Education
1148,2012,Spanish Language and Literature,Humanities,,,,,Freelance Spanish Translator,Freelance Translator,Services,
1149,2018,Gender Studies,Social Sciences,Spanish Language and Literature,Humanities,,,Worden Farms,Farmer's market Employee,Agriculture,Agriculture
1150,2008,Anthropology,Social Sciences,,,,,Bilzin Sumberg,Associate,Law,
1151,2011,Urban Studies,Interdisciplinary,,,,,"Nintendo of America, Inc.",Merchandising Representative,Electronics,Electronics
1152,2009,Urban Studies,Interdisciplinary,,,,,Rensselaer Polytechnic Institute,Teaching Assistant,Education,Education
1153,2013,Art,Humanities,Urban Studies,Interdisciplinary,,,Public Art Program,Artist Residency,Arts,Arts
1154,2002,Art,Humanities,,,,,Image One Corporation,Marketing Consultant,Business Consulting,Business Consulting
1155,2002,Art,Humanities,,,,,Ista North America,,Financial Services,Financial Services
1156,2004,Art,Humanities,,,,,Charles Theater,,Entertainment,
1157,2002,Art,Humanities,,,,,Wheaton College,Associate Professor of Art,Education,Education
1158,2002,Art,Humanities,,,,,Henderson Shapiro Peck,Designer,Arts,Arts
1159,2002,Art,Humanities,,,,,MapQuest,User Experience Researcher,Software,Software
1160,2005,Art,Humanities,,,,,Graham Projects LLC,Owner,Arts,
1161,2002,Anthropology,Social Sciences,Art,Humanities,,,Med Art Pros South,Anaplastologist,Healthcare,Healthcare
1162,2003,Gender Studies,Social Sciences,Art,Humanities,,,Brooklyn Public Library,Senior Librarian- Youth Services Department,Library,Library
